0.39439514,0.39710793,0.39924735,0.40135506,0.40287873,0.41203794,0.41510066,0.41957262,0.42036882,0.42499745,0.42805582,0.42972922,0.4302631,0.43129268,0.43258718,0.43316796,0.4345674,0.43814576,0.4404861,0.44419464,0.45006788,0.4550764,0.4592026,0.4658447,0.46763095,0.47478405,0.48045534,0.4856839,0.49182037,0.49424225,0.5009224
0.3640577,0.37115926,0.37824857,0.38825074,0.3943805,0.4022418,0.40968192,0.41478956,0.4156519,0.41893402,0.4230873,0.42511705,0.42877194,0.4324291,0.43842378,0.44360787,0.45128387,0.4593499,0.4697695,0.48567596,0.49921277,0.5187371,0.53966594,0.56604433,0.5948756,0.6197877,0.6488379,0.6723773,0.69285613,0.70989114,0.72312105
0.40652975,0.40319553,0.4070034,0.40919223,0.41227245,0.41412628,0.42313722,0.42315018,0.43058544,0.43417773,0.4415006,0.44958606,0.45679063,0.46350107,0.47965166,0.4875999,0.50870883,0.5366495,0.5697671,0.61263627,0.658786,0.7148928,0.7605572,0.7984937,0.8287201,0.85485995,0.86889094,0.8812572,0.8896654,0.89503753,0.8999435
0.39497,0.4005627,0.40674135,0.4087124,0.41089833,0.41258368,0.41463497,0.41717803,0.4192922,0.42929137,0.43509004,0.4501262,0.4685692,0.49477625,0.5334498,0.5916485,0.65404797,0.7273895,0.80011034,0.85438293,0.89840895,0.9268446,0.940986,0.9521184,0.95828223,0.9626578,0.9651845,0.9674473,0.9683396,0.9695369,0.97081876
0.40888825,0.41158792,0.41470626,0.41603118,0.41706327,0.42217666,0.42649832,0.4335288,0.44233012,0.4562624,0.47398788,0.5005806,0.5430261,0.5987596,0.6687385,0.75089765,0.8222077,0.8839975,0.9219853,0.9440804,0.95512015,0.96292454,0.9665159,0.9690569,0.97058934,0.9712477,0.97256345,0.9730057,0.97330713,0.9742209,0.9739094
0.41162303,0.41633263,0.41905862,0.4218309,0.4262946,0.43126446,0.4360728,0.44339645,0.45666608,0.47446215,0.50782293,0.5546331,0.62307304,0.70931375,0.7949139,0.86078894,0.9108053,0.9380782,0.9540668,0.9612619,0.9651577,0.9667797,0.9696828,0.970792,0.97146106,0.9726833,0.9725627,0.97285825,0.9733232,0.9730313,0.9735822
0.42872044,0.4292509,0.42637327,0.42696354,0.42911348,0.4298932,0.43879518,0.4525176,0.47788858,0.5078234,0.5611431,0.63550913,0.72361034,0.81595194,0.8838249,0.9335257,0.95853907,0.9709231,0.9769329,0.9789846,0.979957,0.98097324,0.98147476,0.981635,0.98155046,0.98207164,0.98205394,0.9815462,0.9816177,0.98164445,0.9821631
0.39231595,0.40193444,0.406651,0.41443455,0.4304817,0.44047222,0.45310313,0.47338945,0.50483906,0.5530856,0.6288547,0.7158263,0.81123155,0.8827624,0.92954296,0.9566035,0.9688741,0.9728052,0.97500485,0.97524923,0.9748121,0.97504693,0.9746943,0.9736477,0.9741018,0.9734888,0.97342503,0.9728233,0.97273785,0.97243154,0.9728236
0.42022213,0.4246518,0.42590547,0.4264655,0.43140566,0.436499,0.44753176,0.4672737,0.49732777,0.54648936,0.6190292,0.7077182,0.8007673,0.8790258,0.9296616,0.957523,0.97162825,0.97753924,0.9796784,0.98051155,0.9815741,0.98199016,0.98159677,0.9820286,0.9824402,0.98230666,0.98226875,0.98250043,0.9821099,0.9826246,0.9823917
0.3972307,0.40443796,0.41157797,0.42060223,0.43072867,0.44260606,0.45821834,0.47863275,0.50830394,0.56571674,0.64365876,0.7354748,0.8273632,0.896931,0.93760633,0.9595675,0.9697447,0.97537816,0.97786695,0.9790858,0.98002887,0.98031694,0.98044455,0.9808168,0.9808957,0.9805255,0.9811445,0.9808628,0.9809132,0.9811707,0.9810619
0.4199365,0.42539784,0.43017805,0.43488756,0.44140646,0.45078996,0.46470186,0.4944559,0.5424137,0.6176158,0.71157616,0.8038387,0.881932,0.9315871,0.95745367,0.96981335,0.9750189,0.9771241,0.97774005,0.977135,0.9754881,0.975296,0.97326875,0.97239494,0.97110057,0.9700154,0.9692603,0.9683762,0.968077,0.96704865,0.96741295
0.43513113,0.43580738,0.44312206,0.44605586,0.45034227,0.4595597,0.47626364,0.50662464,0.55043864,0.62480456,0.71364975,0.8113245,0.8850963,0.9304596,0.957523,0.96862406,0.97277105,0.9739061,0.974576,0.97446656,0.97307533,0.97255105,0.9737056,0.97312987,0.97139436,0.9717654,0.9719164,0.9709615,0.97066027,0.97106296,0.97096926
0.41658908,0.4236311,0.42918253,0.4373742,0.45070565,0.46318874,0.4854406,0.52228355,0.5777498,0.6560385,0.74831206,0.82996464,0.8940228,0.9328318,0.9537004,0.9635835,0.9687302,0.971401,0.9731226,0.97287244,0.9738197,0.97286576,0.97354424,0.9743087,0.9748683,0.97463703,0.9753837,0.9753419,0.9754734,0.9757834,0.9760942
0.40620574,0.41125023,0.4157969,0.42464745,0.43576857,0.45001322,0.47481605,0.5223519,0.59474784,0.6925209,0.7996225,0.8860133,0.93840784,0.9653823,0.97482896,0.9794781,0.98107046,0.98158884,0.9822671,0.98218966,0.9827379,0.9827341,0.9830167,0.9830058,0.9830059,0.9831626,0.98296684,0.9830878,0.98294544,0.9828915,0.98305565
0.41464677,0.42112145,0.42658553,0.435067,0.44362515,0.46166664,0.4919364,0.5452055,0.6249873,0.7252399,0.8219324,0.89845026,0.937523,0.9616373,0.97195375,0.9764752,0.97864974,0.97937655,0.9800545,0.9808831,0.9806024,0.98106354,0.98065585,0.98040104,0.9809196,0.98102593,0.98073035,0.9809035,0.9807681,0.98118293,0.98105747
0.4043834,0.41326743,0.41889706,0.43243176,0.44660828,0.47131655,0.50588554,0.5678963,0.65001976,0.7506142,0.84414965,0.90754056,0.9490873,0.96761274,0.97539747,0.9787668,0.98010063,0.9808554,0.98153335,0.9816469,0.98193717,0.9823493,0.98229265,0.98202264,0.9825748,0.98224497,0.98243713,0.9824088,0.9824484,0.9825791,0.9822185
0.42704508,0.4323027,0.44299915,0.4494253,0.4634609,0.48581216,0.5241414,0.58661807,0.6729354,0.77046484,0.855278,0.91649747,0.95047283,0.9667649,0.9751165,0.9790742,0.98041916,0.9812737,0.98170406,0.98154646,0.98179144,0.9820954,0.9822466,0.98256516,0.98253095,0.9830136,0.9823716,0.9828985,0.982761,0.9830462,0.98270446
0.41455472,0.4212732,0.42955133,0.43807438,0.45412117,0.4761649,0.51715887,0.5793497,0.6750815,0.7779981,0.866673,0.922167,0.95242023,0.96749246,0.9733531,0.97687125,0.9780666,0.9785842,0.97940886,0.9802125,0.98024637,0.98016846,0.98065287,0.9804672,0.98079544,0.9807853,0.9806639,0.9809732,0.9809616,0.981662,0.98137206
0.432298,0.4362483,0.44650415,0.45569083,0.46583015,0.48836765,0.52899086,0.58958584,0.674921,0.77433354,0.8592686,0.91587764,0.9483569,0.9667552,0.9736662,0.97756296,0.9788304,0.97911817,0.9800666,0.9806519,0.98011476,0.98068327,0.9811355,0.9812066,0.98099285,0.9810188,0.98106426,0.98074913,0.9809724,0.98110116,0.98132455
0.4337633,0.4410777,0.44898036,0.46143562,0.47641987,0.5052898,0.5517048,0.6261458,0.72089636,0.8145718,0.8861557,0.9306832,0.95587766,0.9663264,0.97105587,0.9727253,0.9723818,0.9721664,0.97128654,0.97033614,0.96970356,0.968981,0.96795744,0.9678953,0.9661687,0.9664438,0.96631384,0.96659076,0.9664985,0.9665159,0.966735
